generating_model,participant_id,trial,FirstRating,GroupRating,SecondRating_continuous,SecondRating_noisy_continuous,SecondRating,observed_change,social_gap,change,true_w_direct,true_w_social
WBA,27,49,4,2,2.6153846153846154,3.2699277237938924,3,-1,-2,-1.3846153846153846,0.5,2.0
WBA,27,50,7,4,4.589743589743589,5.048551757803544,5,-2,-3,-2.4102564102564106,0.5,2.0
WBA,27,51,8,3,4.051282051282051,3.6295701918987726,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,27,52,2,4,3.6923076923076925,4.003674568573155,4,2,2,1.6923076923076925,0.5,2.0
WBA,27,53,8,4,4.769230769230769,5.077630923703964,5,-3,-4,-3.230769230769231,0.5,2.0
WBA,27,54,3,2,2.435897435897436,2.6337410742777037,3,0,-1,-0.5641025641025639,0.5,2.0
WBA,27,55,8,7,6.923076923076923,6.327965597985558,6,-2,-1,-1.0769230769230766,0.5,2.0
WBA,27,56,3,6,5.307692307692308,5.8093468231490775,6,3,3,2.3076923076923084,0.5,2.0
WBA,27,57,8,2,3.333333333333333,3.949750923268697,4,-4,-6,-4.666666666666667,0.5,2.0
WBA,27,58,8,3,4.051282051282051,3.9518601969753973,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,27,59,6,5,5.128205128205129,5.367763811585145,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,27,60,4,1,1.8974358974358974,1.8240541816448186,2,-2,-3,-2.1025641025641026,0.5,2.0
WBA,27,61,5,3,3.5128205128205128,3.8752274554799793,4,-1,-2,-1.4871794871794872,0.5,2.0
WBA,27,62,4,5,4.769230769230769,4.40561773689178,4,0,1,0.7692307692307692,0.5,2.0
WBA,27,63,1,1,1.358974358974359,1.541275633506951,2,1,0,0.35897435897435903,0.5,2.0
WBA,27,64,8,5,5.487179487179487,6.2407906277711795,6,-2,-3,-2.5128205128205128,0.5,2.0
WBA,27,65,3,2,2.435897435897436,2.3155460648192605,2,-1,-1,-0.5641025641025639,0.5,2.0
WBA,27,66,3,7,6.0256410256410255,6.288301019596913,6,3,4,3.0256410256410255,0.5,2.0
WBA,27,67,5,7,6.384615384615385,6.259523472431082,6,1,2,1.384615384615385,0.5,2.0
WBA,27,68,7,4,4.589743589743589,4.532069841978876,5,-2,-3,-2.4102564102564106,0.5,2.0
WBA,27,69,3,3,3.153846153846154,2.938712523129798,3,0,0,0.1538461538461542,0.5,2.0
WBA,27,70,8,2,3.333333333333333,2.7580408471259474,3,-5,-6,-4.666666666666667,0.5,2.0
WBA,27,71,1,6,4.948717948717949,3.878522205222402,4,3,5,3.948717948717949,0.5,2.0
WBA,27,72,8,4,4.769230769230769,5.3779733928677285,5,-3,-4,-3.230769230769231,0.5,2.0
WBA,27,73,6,6,5.846153846153846,6.350054698346876,6,0,0,-0.1538461538461542,0.5,2.0
WBA,27,74,5,3,3.5128205128205128,3.6350263014728594,4,-1,-2,-1.4871794871794872,0.5,2.0
WBA,27,75,5,5,4.948717948717949,5.229427049718765,5,0,0,-0.0512820512820511,0.5,2.0
WBA,27,76,5,5,4.948717948717949,5.057175728857991,5,0,0,-0.0512820512820511,0.5,2.0
WBA,27,77,3,2,2.435897435897436,2.4318132757897235,2,-1,-1,-0.5641025641025639,0.5,2.0
WBA,27,78,4,2,2.6153846153846154,2.537074906089027,3,-1,-2,-1.3846153846153846,0.5,2.0
WBA,27,79,5,4,4.230769230769231,4.713244047881619,5,0,-1,-0.7692307692307692,0.5,2.0
WBA,27,80,4,2,2.6153846153846154,2.4152727061003594,2,-2,-2,-1.3846153846153846,0.5,2.0
WBA,28,1,5,5,4.948717948717949,4.282433755660412,4,-1,0,-0.0512820512820511,0.5,2.0
WBA,28,2,8,8,7.6410256410256405,7.6189636708857815,8,0,0,-0.3589743589743595,0.5,2.0
WBA,28,3,2,1,1.5384615384615385,2.6709288396910167,3,1,-1,-0.46153846153846145,0.5,2.0
WBA,28,4,2,7,5.846153846153846,6.299569316756549,6,4,5,3.846153846153846,0.5,2.0
WBA,28,5,2,2,2.2564102564102564,2.4004792322961688,2,0,0,0.2564102564102564,0.5,2.0
WBA,28,6,5,3,3.5128205128205128,3.435047207197009,3,-2,-2,-1.4871794871794872,0.5,2.0
WBA,28,7,8,3,4.051282051282051,4.059521694360802,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,28,8,8,1,2.6153846153846154,2.9774402299024314,3,-5,-7,-5.384615384615385,0.5,2.0
WBA,28,9,1,8,6.384615384615385,6.149689633613396,6,5,7,5.384615384615385,0.5,2.0
WBA,28,10,4,4,4.051282051282051,4.142819005411681,4,0,0,0.0512820512820511,0.5,2.0
WBA,28,11,6,5,5.128205128205129,4.7362614230740165,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,28,12,4,7,6.205128205128205,6.175939485856146,6,2,3,2.2051282051282053,0.5,2.0
WBA,28,13,2,5,4.410256410256411,4.342450457089555,4,2,3,2.4102564102564106,0.5,2.0
WBA,28,14,5,5,4.948717948717949,4.745526091772553,5,0,0,-0.0512820512820511,0.5,2.0
WBA,28,15,3,1,1.717948717948718,1.3797870209513676,1,-2,-2,-1.282051282051282,0.5,2.0
WBA,28,16,3,5,4.589743589743589,5.427960867908467,5,2,2,1.5897435897435894,0.5,2.0
WBA,28,17,6,5,5.128205128205129,5.131783113182283,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,28,18,4,3,3.333333333333333,2.0948405596846067,2,-2,-1,-0.666666666666667,0.5,2.0
WBA,28,19,3,7,6.0256410256410255,6.20148747636463,6,3,4,3.0256410256410255,0.5,2.0
WBA,28,20,6,5,5.128205128205129,4.884406371182384,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,28,21,7,3,3.871794871794872,3.915287890505084,4,-3,-4,-3.128205128205128,0.5,2.0
WBA,28,22,4,4,4.051282051282051,4.705217369257059,5,1,0,0.0512820512820511,0.5,2.0
WBA,28,23,4,7,6.205128205128205,5.9181708613147475,6,2,3,2.2051282051282053,0.5,2.0
WBA,28,24,3,3,3.153846153846154,3.439681589526783,3,0,0,0.1538461538461542,0.5,2.0
WBA,28,25,6,7,6.564102564102564,6.888611023442814,7,1,1,0.5641025641025639,0.5,2.0
WBA,28,26,7,8,7.461538461538462,6.9791416347325885,7,0,1,0.4615384615384617,0.5,2.0
WBA,28,27,5,4,4.230769230769231,4.749459078351024,5,0,-1,-0.7692307692307692,0.5,2.0
WBA,28,28,5,4,4.230769230769231,4.203798512556149,4,-1,-1,-0.7692307692307692,0.5,2.0
WBA,28,29,6,5,5.128205128205129,5.770596154372381,6,0,-1,-0.8717948717948714,0.5,2.0
WBA,28,30,4,7,6.205128205128205,6.170730596341027,6,2,3,2.2051282051282053,0.5,2.0
WBA,28,31,4,8,6.923076923076923,7.283390198051318,7,3,4,2.9230769230769234,0.5,2.0
WBA,28,32,3,3,3.153846153846154,2.9983840712391165,3,0,0,0.1538461538461542,0.5,2.0
WBA,28,33,2,3,2.9743589743589745,4.1149557544221365,4,2,1,0.9743589743589745,0.5,2.0
WBA,28,34,4,5,4.769230769230769,4.930619277826252,5,1,1,0.7692307692307692,0.5,2.0
WBA,28,35,1,8,6.384615384615385,6.830216150839935,7,6,7,5.384615384615385,0.5,2.0
WBA,28,36,8,3,4.051282051282051,3.4331571552886455,3,-5,-5,-3.948717948717949,0.5,2.0
WBA,28,37,1,6,4.948717948717949,5.246055272054241,5,4,5,3.948717948717949,0.5,2.0
WBA,28,38,5,3,3.5128205128205128,4.371658196894402,4,-1,-2,-1.4871794871794872,0.5,2.0
WBA,28,39,5,5,4.948717948717949,5.481361840236998,5,0,0,-0.0512820512820511,0.5,2.0
WBA,28,40,2,2,2.2564102564102564,1.4648962200999747,1,-1,0,0.2564102564102564,0.5,2.0
WBA,28,41,1,7,5.666666666666666,5.657849845177088,6,5,6,4.666666666666666,0.5,2.0
WBA,28,42,1,7,5.666666666666666,6.085751157594024,6,5,6,4.666666666666666,0.5,2.0
WBA,28,43,2,8,6.564102564102564,6.573730595620578,7,5,6,4.564102564102564,0.5,2.0
WBA,28,44,3,3,3.153846153846154,2.5593130133277575,3,0,0,0.1538461538461542,0.5,2.0
WBA,28,45,5,1,2.076923076923077,2.68792464497936,3,-2,-4,-2.923076923076923,0.5,2.0
WBA,28,46,3,1,1.717948717948718,1.7260891983197013,2,-1,-2,-1.282051282051282,0.5,2.0
WBA,28,47,3,7,6.0256410256410255,5.878448836598907,6,3,4,3.0256410256410255,0.5,2.0
WBA,28,48,1,1,1.358974358974359,0.4902758206499275,1,0,0,0.35897435897435903,0.5,2.0
WBA,28,49,7,3,3.871794871794872,3.297341499267586,3,-4,-4,-3.128205128205128,0.5,2.0
WBA,28,50,6,5,5.128205128205129,4.590657569336962,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,28,51,8,6,6.205128205128205,5.71070640630879,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,28,52,4,2,2.6153846153846154,2.635787690746202,3,-1,-2,-1.3846153846153846,0.5,2.0
WBA,28,53,8,6,6.205128205128205,6.221807908834599,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,28,54,8,8,7.6410256410256405,6.589898901356623,7,-1,0,-0.3589743589743595,0.5,2.0
WBA,28,55,5,8,7.102564102564102,5.7897349915576655,6,1,3,2.102564102564102,0.5,2.0
WBA,28,56,5,7,6.384615384615385,6.247995359656726,6,1,2,1.384615384615385,0.5,2.0
WBA,28,57,5,8,7.102564102564102,7.5282211928177905,8,3,3,2.102564102564102,0.5,2.0
WBA,28,58,7,8,7.461538461538462,6.506852294190764,7,0,1,0.4615384615384617,0.5,2.0
WBA,28,59,3,2,2.435897435897436,2.562617823516595,3,0,-1,-0.5641025641025639,0.5,2.0
WBA,28,60,5,4,4.230769230769231,4.2982317641473555,4,-1,-1,-0.7692307692307692,0.5,2.0
WBA,28,61,5,1,2.076923076923077,1.3992786450179553,1,-4,-4,-2.923076923076923,0.5,2.0
WBA,28,62,3,3,3.153846153846154,3.6375768526655863,4,1,0,0.1538461538461542,0.5,2.0
WBA,28,63,8,5,5.487179487179487,6.303801485293467,6,-2,-3,-2.5128205128205128,0.5,2.0
WBA,28,64,2,2,2.2564102564102564,2.789308936328208,3,1,0,0.2564102564102564,0.5,2.0
WBA,28,65,2,7,5.846153846153846,4.826207541299723,5,3,5,3.846153846153846,0.5,2.0
WBA,28,66,4,5,4.769230769230769,4.552176535489156,5,1,1,0.7692307692307692,0.5,2.0
WBA,28,67,4,4,4.051282051282051,4.149599167941346,4,0,0,0.0512820512820511,0.5,2.0
WBA,28,68,6,7,6.564102564102564,6.0484620668658255,6,0,1,0.5641025641025639,0.5,2.0
WBA,28,69,4,3,3.333333333333333,2.8157781266589605,3,-1,-1,-0.666666666666667,0.5,2.0
WBA,28,70,6,1,2.2564102564102564,1.843196269827797,2,-4,-5,-3.7435897435897436,0.5,2.0
WBA,28,71,3,3,3.153846153846154,3.439734562908081,3,0,0,0.1538461538461542,0.5,2.0
WBA,28,72,8,4,4.769230769230769,4.539741830439729,5,-3,-4,-3.230769230769231,0.5,2.0
WBA,28,73,3,4,3.871794871794872,3.401806829373386,3,0,1,0.8717948717948718,0.5,2.0
WBA,28,74,1,5,4.230769230769231,4.525328882047303,5,4,4,3.230769230769231,0.5,2.0
WBA,28,75,2,4,3.6923076923076925,3.5363212087726494,4,2,2,1.6923076923076925,0.5,2.0
WBA,28,76,2,8,6.564102564102564,6.905327352950489,7,5,6,4.564102564102564,0.5,2.0
WBA,28,77,6,8,7.282051282051282,6.481287680987474,6,0,2,1.282051282051282,0.5,2.0
WBA,28,78,7,4,4.589743589743589,5.805211850916166,6,-1,-3,-2.4102564102564106,0.5,2.0
WBA,28,79,2,8,6.564102564102564,7.05392161622428,7,5,6,4.564102564102564,0.5,2.0
WBA,28,80,2,5,4.410256410256411,4.658338501287291,5,3,3,2.4102564102564106,0.5,2.0
WBA,29,1,8,3,4.051282051282051,3.689885851891786,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,29,2,3,7,6.0256410256410255,6.3418254387468025,6,3,4,3.0256410256410255,0.5,2.0
WBA,29,3,1,3,2.7948717948717947,3.059833089227698,3,2,2,1.7948717948717947,0.5,2.0
WBA,29,4,7,3,3.871794871794872,3.9696482934155015,4,-3,-4,-3.128205128205128,0.5,2.0
WBA,29,5,5,6,5.666666666666666,4.952712165906906,5,0,1,0.6666666666666661,0.5,2.0
WBA,29,6,1,8,6.384615384615385,6.588236326398485,7,6,7,5.384615384615385,0.5,2.0
WBA,29,7,3,6,5.307692307692308,5.516103243161245,6,3,3,2.3076923076923084,0.5,2.0
WBA,29,8,8,6,6.205128205128205,6.331637758556771,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,29,9,3,5,4.589743589743589,5.111543755058611,5,2,2,1.5897435897435894,0.5,2.0
WBA,29,10,1,2,2.076923076923077,3.048495961582295,3,2,1,1.076923076923077,0.5,2.0
WBA,29,11,1,1,1.358974358974359,2.0826281180196133,2,1,0,0.35897435897435903,0.5,2.0
WBA,29,12,6,5,5.128205128205129,5.093512088759816,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,29,13,7,2,3.153846153846154,3.0251375998331866,3,-4,-5,-3.846153846153846,0.5,2.0
WBA,29,14,5,4,4.230769230769231,4.477945925526255,4,-1,-1,-0.7692307692307692,0.5,2.0
WBA,29,15,6,8,7.282051282051282,5.505675573909924,6,0,2,1.282051282051282,0.5,2.0
WBA,29,16,7,2,3.153846153846154,3.659732035653623,4,-3,-5,-3.846153846153846,0.5,2.0
WBA,29,17,6,7,6.564102564102564,5.971979769938327,6,0,1,0.5641025641025639,0.5,2.0
WBA,29,18,3,1,1.717948717948718,1.9806477378726925,2,-1,-2,-1.282051282051282,0.5,2.0
WBA,29,19,5,5,4.948717948717949,4.94728096209737,5,0,0,-0.0512820512820511,0.5,2.0
WBA,29,20,7,4,4.589743589743589,4.492733725424282,4,-3,-3,-2.4102564102564106,0.5,2.0
WBA,29,21,1,2,2.076923076923077,1.8161005166256896,2,1,1,1.076923076923077,0.5,2.0
WBA,29,22,4,2,2.6153846153846154,2.7822988270547193,3,-1,-2,-1.3846153846153846,0.5,2.0
WBA,29,23,5,1,2.076923076923077,1.062081392480116,1,-4,-4,-2.923076923076923,0.5,2.0
WBA,29,24,8,3,4.051282051282051,3.547499914657009,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,29,25,8,1,2.6153846153846154,2.7225629729265153,3,-5,-7,-5.384615384615385,0.5,2.0
WBA,29,26,7,5,5.307692307692308,5.147125146799963,5,-2,-2,-1.6923076923076916,0.5,2.0
WBA,29,27,5,4,4.230769230769231,3.936929756209695,4,-1,-1,-0.7692307692307692,0.5,2.0
WBA,29,28,6,7,6.564102564102564,6.233446343836878,6,0,1,0.5641025641025639,0.5,2.0
WBA,29,29,1,3,2.7948717948717947,2.81542526613795,3,2,2,1.7948717948717947,0.5,2.0
WBA,29,30,3,4,3.871794871794872,4.158658149705744,4,1,1,0.8717948717948718,0.5,2.0
WBA,29,31,3,5,4.589743589743589,3.9000864599611464,4,1,2,1.5897435897435894,0.5,2.0
WBA,29,32,6,5,5.128205128205129,4.985392428194027,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,29,33,8,6,6.205128205128205,6.340769219995604,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,29,34,6,1,2.2564102564102564,1.804450580434103,2,-4,-5,-3.7435897435897436,0.5,2.0
WBA,29,35,4,3,3.333333333333333,3.557580712143129,4,0,-1,-0.666666666666667,0.5,2.0
WBA,29,36,4,1,1.8974358974358974,1.278278297293408,1,-3,-3,-2.1025641025641026,0.5,2.0
WBA,29,37,6,1,2.2564102564102564,2.693786167154908,3,-3,-5,-3.7435897435897436,0.5,2.0
WBA,29,38,2,4,3.6923076923076925,3.4425953872270667,3,1,2,1.6923076923076925,0.5,2.0
WBA,29,39,8,7,6.923076923076923,6.557625136954146,7,-1,-1,-1.0769230769230766,0.5,2.0
WBA,29,40,6,7,6.564102564102564,6.812350046899589,7,1,1,0.5641025641025639,0.5,2.0
WBA,29,41,1,6,4.948717948717949,4.6204807814014535,5,4,5,3.948717948717949,0.5,2.0
WBA,29,42,5,5,4.948717948717949,5.061355752002593,5,0,0,-0.0512820512820511,0.5,2.0
WBA,29,43,1,6,4.948717948717949,4.51297705382057,5,4,5,3.948717948717949,0.5,2.0
WBA,29,44,7,6,6.0256410256410255,6.271697133813861,6,-1,-1,-0.9743589743589745,0.5,2.0
WBA,29,45,7,2,3.153846153846154,3.1316875751307447,3,-4,-5,-3.846153846153846,0.5,2.0
WBA,29,46,3,7,6.0256410256410255,5.675795007634414,6,3,4,3.0256410256410255,0.5,2.0
WBA,29,47,4,6,5.487179487179487,6.046771639782648,6,2,2,1.4871794871794872,0.5,2.0
WBA,29,48,8,1,2.6153846153846154,1.4255925018030162,1,-7,-7,-5.384615384615385,0.5,2.0
WBA,29,49,4,6,5.487179487179487,5.185157435713592,5,1,2,1.4871794871794872,0.5,2.0
WBA,29,50,4,1,1.8974358974358974,1.6743978236465076,2,-2,-3,-2.1025641025641026,0.5,2.0
WBA,29,51,2,7,5.846153846153846,5.628454953060312,6,4,5,3.846153846153846,0.5,2.0
WBA,29,52,1,8,6.384615384615385,6.999556445002089,7,6,7,5.384615384615385,0.5,2.0
WBA,29,53,2,8,6.564102564102564,6.27566466815843,6,4,6,4.564102564102564,0.5,2.0
WBA,29,54,8,5,5.487179487179487,6.003933992141418,6,-2,-3,-2.5128205128205128,0.5,2.0
WBA,29,55,3,8,6.743589743589744,6.661593594785688,7,4,5,3.7435897435897436,0.5,2.0
WBA,29,56,1,4,3.5128205128205128,3.116879222953187,3,2,3,2.5128205128205128,0.5,2.0
WBA,29,57,2,7,5.846153846153846,5.155148590707703,5,3,5,3.846153846153846,0.5,2.0
WBA,29,58,6,2,2.9743589743589745,2.9677311428307083,3,-3,-4,-3.0256410256410255,0.5,2.0
WBA,29,59,8,3,4.051282051282051,3.6656058525423285,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,29,60,1,4,3.5128205128205128,3.5906171393207553,4,3,3,2.5128205128205128,0.5,2.0
WBA,29,61,4,7,6.205128205128205,5.792295371733759,6,2,3,2.2051282051282053,0.5,2.0
WBA,29,62,1,3,2.7948717948717947,3.714624314975643,4,3,2,1.7948717948717947,0.5,2.0
WBA,29,63,1,1,1.358974358974359,1.2046595288070958,1,0,0,0.35897435897435903,0.5,2.0
WBA,29,64,4,3,3.333333333333333,3.2952995031479433,3,-1,-1,-0.666666666666667,0.5,2.0
WBA,29,65,3,7,6.0256410256410255,6.355929925164021,6,3,4,3.0256410256410255,0.5,2.0
WBA,29,66,4,6,5.487179487179487,4.916917032787982,5,1,2,1.4871794871794872,0.5,2.0
WBA,29,67,6,5,5.128205128205129,4.922843494123827,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,29,68,8,1,2.6153846153846154,2.972865801506952,3,-5,-7,-5.384615384615385,0.5,2.0
WBA,29,69,6,2,2.9743589743589745,2.7824039902396254,3,-3,-4,-3.0256410256410255,0.5,2.0
WBA,29,70,7,4,4.589743589743589,4.228809642096397,4,-3,-3,-2.4102564102564106,0.5,2.0
WBA,29,71,7,7,6.743589743589744,6.536000869324984,7,0,0,-0.2564102564102564,0.5,2.0
WBA,29,72,7,5,5.307692307692308,5.478111648593071,5,-2,-2,-1.6923076923076916,0.5,2.0
WBA,29,73,1,5,4.230769230769231,4.626892671959639,5,4,4,3.230769230769231,0.5,2.0
WBA,29,74,7,5,5.307692307692308,4.8138863415004955,5,-2,-2,-1.6923076923076916,0.5,2.0
WBA,29,75,8,2,3.333333333333333,3.834722831363564,4,-4,-6,-4.666666666666667,0.5,2.0
WBA,29,76,6,7,6.564102564102564,7.104910299735669,7,1,1,0.5641025641025639,0.5,2.0
WBA,29,77,4,2,2.6153846153846154,2.60444507774314,3,-1,-2,-1.3846153846153846,0.5,2.0
WBA,29,78,5,5,4.948717948717949,6.1492534540772965,6,1,0,-0.0512820512820511,0.5,2.0
WBA,29,79,6,2,2.9743589743589745,3.4052467453434767,3,-3,-4,-3.0256410256410255,0.5,2.0
WBA,29,80,6,6,5.846153846153846,5.785812798981657,6,0,0,-0.1538461538461542,0.5,2.0
WBA,30,1,6,8,7.282051282051282,7.608041823031258,8,2,2,1.282051282051282,0.5,2.0
WBA,30,2,1,7,5.666666666666666,5.072057644173176,5,4,6,4.666666666666666,0.5,2.0
WBA,30,3,7,6,6.0256410256410255,5.250838489869891,5,-2,-1,-0.9743589743589745,0.5,2.0
WBA,30,4,4,4,4.051282051282051,4.068880629294817,4,0,0,0.0512820512820511,0.5,2.0
WBA,30,5,7,3,3.871794871794872,3.5109974612060437,4,-3,-4,-3.128205128205128,0.5,2.0
WBA,30,6,4,6,5.487179487179487,5.291618523527347,5,1,2,1.4871794871794872,0.5,2.0
WBA,30,7,2,6,5.128205128205129,5.162496777350353,5,3,4,3.1282051282051286,0.5,2.0
WBA,30,8,5,7,6.384615384615385,6.6727512927997115,7,2,2,1.384615384615385,0.5,2.0
WBA,30,9,4,4,4.051282051282051,3.5047779177694514,4,0,0,0.0512820512820511,0.5,2.0
WBA,30,10,5,2,2.7948717948717947,3.4190849461170716,3,-2,-3,-2.2051282051282053,0.5,2.0
WBA,30,11,8,1,2.6153846153846154,3.2092166816922734,3,-5,-7,-5.384615384615385,0.5,2.0
WBA,30,12,3,4,3.871794871794872,4.0321911988581975,4,1,1,0.8717948717948718,0.5,2.0
WBA,30,13,6,4,4.410256410256411,5.102486286385397,5,-1,-2,-1.5897435897435894,0.5,2.0
WBA,30,14,6,7,6.564102564102564,6.464740125842826,6,0,1,0.5641025641025639,0.5,2.0
WBA,30,15,5,6,5.666666666666666,5.151035519870584,5,0,1,0.6666666666666661,0.5,2.0
WBA,30,16,8,5,5.487179487179487,5.7337603452025725,6,-2,-3,-2.5128205128205128,0.5,2.0
WBA,30,17,4,1,1.8974358974358974,2.2902536694552054,2,-2,-3,-2.1025641025641026,0.5,2.0
WBA,30,18,3,6,5.307692307692308,5.459209076377532,5,2,3,2.3076923076923084,0.5,2.0
WBA,30,19,4,2,2.6153846153846154,2.527624285037768,3,-1,-2,-1.3846153846153846,0.5,2.0
WBA,30,20,4,8,6.923076923076923,6.947178002100736,7,3,4,2.9230769230769234,0.5,2.0
WBA,30,21,8,2,3.333333333333333,3.376773680140865,3,-5,-6,-4.666666666666667,0.5,2.0
WBA,30,22,6,3,3.6923076923076925,3.6253672928576357,4,-2,-3,-2.3076923076923075,0.5,2.0
WBA,30,23,5,5,4.948717948717949,5.135112434505432,5,0,0,-0.0512820512820511,0.5,2.0
WBA,30,24,3,8,6.743589743589744,6.5247402348382355,7,4,5,3.7435897435897436,0.5,2.0
WBA,30,25,6,8,7.282051282051282,7.704214763706559,8,2,2,1.282051282051282,0.5,2.0
WBA,30,26,6,8,7.282051282051282,7.953730511164818,8,2,2,1.282051282051282,0.5,2.0
WBA,30,27,3,7,6.0256410256410255,6.681629954095897,7,4,4,3.0256410256410255,0.5,2.0
WBA,30,28,8,6,6.205128205128205,6.200521759898321,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,30,29,6,6,5.846153846153846,6.435781011842152,6,0,0,-0.1538461538461542,0.5,2.0
WBA,30,30,7,4,4.589743589743589,4.995592970139976,5,-2,-3,-2.4102564102564106,0.5,2.0
WBA,30,31,3,8,6.743589743589744,6.83648015702861,7,4,5,3.7435897435897436,0.5,2.0
WBA,30,32,1,6,4.948717948717949,5.4356966590375695,5,4,5,3.948717948717949,0.5,2.0
WBA,30,33,5,1,2.076923076923077,1.376818182823031,1,-4,-4,-2.923076923076923,0.5,2.0
WBA,30,34,4,3,3.333333333333333,3.7508034913898065,4,0,-1,-0.666666666666667,0.5,2.0
WBA,30,35,6,5,5.128205128205129,4.681321887818361,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,30,36,4,1,1.8974358974358974,1.236051022330113,1,-3,-3,-2.1025641025641026,0.5,2.0
WBA,30,37,1,1,1.358974358974359,1.4289493141226361,1,0,0,0.35897435897435903,0.5,2.0
WBA,30,38,2,7,5.846153846153846,5.260023776322227,5,3,5,3.846153846153846,0.5,2.0
WBA,30,39,3,4,3.871794871794872,4.068858605871787,4,1,1,0.8717948717948718,0.5,2.0
WBA,30,40,7,6,6.0256410256410255,6.510848471469007,7,0,-1,-0.9743589743589745,0.5,2.0
WBA,30,41,7,6,6.0256410256410255,6.043479999229672,6,-1,-1,-0.9743589743589745,0.5,2.0
WBA,30,42,4,5,4.769230769230769,4.781250785554219,5,1,1,0.7692307692307692,0.5,2.0
WBA,30,43,6,5,5.128205128205129,4.889970264476764,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,30,44,1,4,3.5128205128205128,3.8387801905953647,4,3,3,2.5128205128205128,0.5,2.0
WBA,30,45,3,1,1.717948717948718,0.8361453254575238,1,-2,-2,-1.282051282051282,0.5,2.0
WBA,30,46,5,2,2.7948717948717947,2.114542009622513,2,-3,-3,-2.2051282051282053,0.5,2.0
WBA,30,47,7,2,3.153846153846154,2.5397523515653107,3,-4,-5,-3.846153846153846,0.5,2.0
WBA,30,48,1,1,1.358974358974359,1.9845072521382288,2,1,0,0.35897435897435903,0.5,2.0
WBA,30,49,1,4,3.5128205128205128,3.0833046641012785,3,2,3,2.5128205128205128,0.5,2.0
WBA,30,50,5,8,7.102564102564102,7.132844729529905,7,2,3,2.102564102564102,0.5,2.0
WBA,30,51,5,1,2.076923076923077,1.9120792617864388,2,-3,-4,-2.923076923076923,0.5,2.0
WBA,30,52,5,3,3.5128205128205128,3.3283723376391414,3,-2,-2,-1.4871794871794872,0.5,2.0
WBA,30,53,1,2,2.076923076923077,1.2358419179889377,1,0,1,1.076923076923077,0.5,2.0
WBA,30,54,3,1,1.717948717948718,2.018309355666159,2,-1,-2,-1.282051282051282,0.5,2.0
WBA,30,55,2,7,5.846153846153846,5.055096209185442,5,3,5,3.846153846153846,0.5,2.0
WBA,30,56,1,7,5.666666666666666,5.332089412651631,5,4,6,4.666666666666666,0.5,2.0
WBA,30,57,2,6,5.128205128205129,4.868647498358842,5,3,4,3.1282051282051286,0.5,2.0
WBA,30,58,2,1,1.5384615384615385,2.029585203913328,2,0,-1,-0.46153846153846145,0.5,2.0
WBA,30,59,1,2,2.076923076923077,2.0453409115371013,2,1,1,1.076923076923077,0.5,2.0
WBA,30,60,1,2,2.076923076923077,2.562862872294617,3,2,1,1.076923076923077,0.5,2.0
WBA,30,61,8,6,6.205128205128205,5.713041032091855,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,30,62,8,2,3.333333333333333,3.787857821583414,4,-4,-6,-4.666666666666667,0.5,2.0
WBA,30,63,4,8,6.923076923076923,6.797189131623174,7,3,4,2.9230769230769234,0.5,2.0
WBA,30,64,3,4,3.871794871794872,3.9159664758516564,4,1,1,0.8717948717948718,0.5,2.0
WBA,30,65,2,2,2.2564102564102564,1.8872525772054638,2,0,0,0.2564102564102564,0.5,2.0
WBA,30,66,3,2,2.435897435897436,2.693829166084528,3,0,-1,-0.5641025641025639,0.5,2.0
WBA,30,67,6,2,2.9743589743589745,3.8213729752553087,4,-2,-4,-3.0256410256410255,0.5,2.0
WBA,30,68,4,4,4.051282051282051,4.613394422264473,5,1,0,0.0512820512820511,0.5,2.0
WBA,30,69,1,2,2.076923076923077,2.5737914598184846,3,2,1,1.076923076923077,0.5,2.0
WBA,30,70,5,8,7.102564102564102,7.061313484564881,7,2,3,2.102564102564102,0.5,2.0
WBA,30,71,7,1,2.435897435897436,2.805952800393657,3,-4,-6,-4.564102564102564,0.5,2.0
WBA,30,72,3,5,4.589743589743589,4.270563810077333,4,1,2,1.5897435897435894,0.5,2.0
